feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,target_tokens,tokens_source
1_72774,1,72774,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,112.2296142578125,963.265380859375,68.80467006138393,0.3869294613868432, concept,4,0.0080268085002899,11.0,semantic,"[{""token"": "" concept"", ""index"": 4, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,134.2299346923828,2326.652904510498,101.15882193523905,0.2463765838293331,relation,1,0.0077750980854034,11.0,semantic,"[{""token"": ""relation"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,133.63462829589844,1600.196044921875,106.679736328125,0.2017058924883524,att,1,0.0077750980854034,11.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
1_57794,1,57794,1-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,133.63462829589844,1585.8837356567385,105.72558237711588,0.2088459127299353,att,1,0.0077750980854034,11.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
1_57794,1,57794,1-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,135.6707763671875,2010.2339553833008,105.80178712543687,0.2201578707039413, linguistique,6,0.0077750980854034,11.0,semantic,"[{""token"": "" linguistique"", ""index"": 6, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,134.06045532226562,1976.545467376709,104.02870880930048,0.2240164442286307, leurs,13,0.0077750980854034,11.0,semantic,"[{""token"": "" leurs"", ""index"": 13, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,concept: the language spoken in France is french,124.2714385986328,863.9366226196289,95.99295806884766,0.2275541415523314,concept,1,0.0077750980854034,11.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,121.10599517822266,1347.5583953857422,74.8643552992079,0.381827834459924,relationship,1,0.0077750980854034,11.0,semantic,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,attribute: A term describing something of limited size is small,125.40211486816406,920.8553199768066,83.71411999789152,0.3324345439795761,attribute,1,0.0077750980854034,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,attribute: A term describing something of considerable size is large,125.40211486816406,902.9585151672364,82.08713774247603,0.3454086653261415,attribute,1,0.0077750980854034,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,127.1556625366211,1236.756534576416,88.339752469744,0.3052629296449777,process,1,0.0077750980854034,11.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_57794,1,57794,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,124.27147674560548,1255.0077171325684,89.64340836661202,0.2786485626937557,concept,1,0.0077750980854034,11.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,116.43276977539062,2108.653591156006,91.68059091982634,0.2125877354228837,ant,17,0.0077393054962158,11.0,functional,"[{""token"": ""onymes"", ""index"": 18, ""distance"": 1, ""direction"": ""forward""}]",json
1_12928,1,12928,1-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,121.40889739990234,1429.56351852417,95.304234568278,0.215014413199385, quelque,9,0.0077393054962158,11.0,semantic,"[{""token"": "" quelque"", ""index"": 9, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,121.40889739990234,1406.0813941955566,93.7387596130371,0.2279086490319077, quelque,9,0.0077393054962158,11.0,semantic,"[{""token"": "" quelque"", ""index"": 9, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,131.73672485351562,1774.055809020996,93.3713583695261,0.2912275717090265, linguistique,6,0.0077393054962158,11.0,semantic,"[{""token"": "" linguistique"", ""index"": 6, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,113.28865051269533,1580.7232360839844,83.19595979389392,0.2656284683647913, leurs,13,0.0077393054962158,11.0,semantic,"[{""token"": "" leurs"", ""index"": 13, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,concept: the language spoken in France is french,120.69964599609376,807.5445556640625,89.7271728515625,0.2566078209171684, France,7,0.0077393054962158,11.0,semantic,"[{""token"": "" France"", ""index"": 7, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,115.04610443115234,1347.8340682983398,74.87967046101888,0.3491333684763788,relationship,1,0.0077393054962158,11.0,semantic,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,attribute: A term describing something of limited size is small,116.8441925048828,901.4351577758788,81.94865070689808,0.2986502028890009,attribute,1,0.0077393054962158,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,attribute: A term describing something of considerable size is large,116.8441925048828,890.9560546875,80.9960049715909,0.3068033315544873,attribute,1,0.0077393054962158,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,106.4970703125,1123.205535888672,80.22896684919085,0.2466556440118893,process,1,0.0077393054962158,11.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_12928,1,12928,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,103.40011596679688,1081.3108024597168,77.23648588997978,0.2530328891044821,concept,1,0.0077393054962158,11.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,105.30809020996094,1726.6442260742188,75.07148809018342,0.2871251587555377, oppos,22,0.0040265023708343,11.0,semantic,"[{""token"": "" oppos"", ""index"": 22, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,93.40357971191406,1120.6606559753418,74.71071039835611,0.2001301167601137, chose,10,0.0040265023708343,11.0,semantic,"[{""token"": "" chose"", ""index"": 10, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,93.40357971191406,1141.7013664245603,76.11342442830404,0.185112340843234, chose,10,0.0040265023708343,11.0,semantic,"[{""token"": "" chose"", ""index"": 10, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,109.92359924316406,1562.398838043213,82.23151779174805,0.2519211674479275, oppos,15,0.0040265023708343,11.0,semantic,"[{""token"": "" oppos"", ""index"": 15, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,100.43395233154295,1499.388656616211,78.91519245348479,0.2142578219666443, concept,4,0.0040265023708343,11.0,semantic,"[{""token"": "" concept"", ""index"": 4, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,concept: the language spoken in France is french,103.86901092529295,667.1220169067383,74.12466854519315,0.2863639704963902, spoken,5,0.0040265023708343,11.0,semantic,"[{""token"": "" spoken"", ""index"": 5, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,119.42324829101562,1601.6240463256836,88.9791136847602,0.2549263651920426, terms,18,0.0040265023708343,11.0,semantic,"[{""token"": "" terms"", ""index"": 18, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,attribute: A term describing something of limited size is small,106.15733337402344,914.7610931396484,83.16009937633167,0.216633493577554, size,9,0.0040265023708343,11.0,semantic,"[{""token"": "" size"", ""index"": 9, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,attribute: A term describing something of considerable size is large,103.35814666748048,928.6437606811523,84.42216006192294,0.1832074898409082, large,11,0.0040265023708343,11.0,semantic,"[{""token"": "" large"", ""index"": 11, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,126.69345092773438,1255.0257453918457,89.64469609941754,0.2924283343536782, process,5,0.0040265023708343,11.0,semantic,"[{""token"": "" process"", ""index"": 5, ""distance"": 0, ""direction"": ""self""}]",n/a
1_52044,1,52044,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,120.65525817871094,1225.6065292358398,87.5433235168457,0.2744342448202367, concept,4,0.0040265023708343,11.0,semantic,"[{""token"": "" concept"", ""index"": 4, ""distance"": 0, ""direction"": ""self""}]",n/a
25_288,25,288,25-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,322.1195678710937,1083.3348035812378,47.101513199184254,0.853776305765959, qu,15,0.0037657618522644,11.0,functional,"[{""token"": ""\u2019"", ""index"": 16, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,132.46109008789062,263.253212928772,17.550214195251463,0.8675066452827276,cri,7,0.0037657618522644,11.0,functional,"[{""token"": ""vant"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,132.46109008789062,263.253212928772,17.550214195251463,0.8675066452827276,cri,7,0.0037657618522644,11.0,functional,"[{""token"": ""vant"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,243.66798400878903,773.2718887329102,40.69852045962685,0.8329755112261328, oppos,15,0.0037657618522644,11.0,semantic,"[{""token"": "" oppos"", ""index"": 15, ""distance"": 0, ""direction"": ""self""}]",n/a
25_288,25,288,25-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,267.570068359375,328.6658592224121,17.29820311696906,0.935350754204182, d,7,0.0037657618522644,11.0,functional,"[{""token"": ""\u2019"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,concept: the language spoken in France is french,0.0,0.0,0.0,0.0,concept,1,0.0037657618522644,11.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
25_288,25,288,25-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,174.8141632080078,589.4605026245117,32.74780570136176,0.8126707521838731, ant,14,0.0037657618522644,11.0,functional,"[{""token"": ""onyms"", ""index"": 15, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,attribute: A term describing something of limited size is small,281.0816955566406,305.3158378601074,27.75598526000977,0.9012529606204234,attribute,1,0.0037657618522644,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
25_288,25,288,25-clt-hp,attribute: A term describing something of considerable size is large,281.0816955566406,318.2343645095825,28.93039677359841,0.897074774946458,attribute,1,0.0037657618522644,11.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
25_288,25,288,25-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,261.0872802734375,735.7039914131165,52.55028510093689,0.7987252192220899, ant,13,0.0037657618522644,11.0,functional,"[{""token"": ""onym"", ""index"": 14, ""distance"": 1, ""direction"": ""forward""}]",json
25_288,25,288,25-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,489.9341125488281,638.4050598144531,45.60036141531808,0.9069255227440944, based,8,0.0037657618522644,11.0,semantic,"[{""token"": "" based"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a
0_40780,0,40780,0-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,39.16171646118164,98.84277725219728,4.297512054443359,0.8902624184334925, :,2,0.0023643374443054,3.0,functional,"[{""token"": "" relation"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""relation"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,31.113296508789062,31.113296508789062,2.0742197672526044,0.9333333333333332, :,3,0.0023643374443054,3.0,functional,"[{""token"": "" terme"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,31.113296508789062,31.113296508789062,2.0742197672526044,0.9333333333333332, :,3,0.0023643374443054,3.0,functional,"[{""token"": "" terme"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,42.17128753662109,49.528985023498535,2.6067886854472917,0.9381856984284964, :,3,0.0023643374443054,3.0,functional,"[{""token"": "" processus"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""process"", ""index"": 1, ""distance"": 2, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,48.67012023925781,92.34203767776488,4.860107246198152,0.9001418689268422,’,8,0.0023643374443054,3.0,semantic,"[{""token"": ""\u2019"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a
0_40780,0,40780,0-clt-hp,concept: the language spoken in France is french,62.404388427734375,205.0979232788086,22.788658142089844,0.6348228271080711, the,3,0.0023643374443054,3.0,functional,"[{""token"": "" language"", ""index"": 4, ""distance"": 1, ""direction"": ""forward""}]",json
0_40780,0,40780,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,48.32997894287109,350.8781623840332,19.4932312435574,0.5966637753639504, and,9,0.0023643374443054,3.0,functional,"[{""token"": ""large"", ""index"": 11, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""small"", ""index"": 7, ""distance"": 2, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,attribute: A term describing something of limited size is small,52.76750946044922,141.12042617797852,12.829129652543502,0.7568744520307652, is,10,0.0023643374443054,3.0,functional,"[{""token"": "" small"", ""index"": 11, ""distance"": 1, ""direction"": ""forward""}]",json
0_40780,0,40780,0-clt-hp,attribute: A term describing something of considerable size is large,52.434814453125,140.7877311706543,12.798884651877664,0.7559086499043599, is,10,0.0023643374443054,3.0,functional,"[{""token"": "" large"", ""index"": 11, ""distance"": 1, ""direction"": ""forward""}]",json
0_40780,0,40780,0-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,51.67274856567383,186.14488863945007,13.296063474246434,0.7426871253549109,:,2,0.0023643374443054,3.0,functional,"[{""token"": "" linguistic"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""process"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json
0_40780,0,40780,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,62.00470733642578,266.57093238830566,19.040780884878977,0.6929139463304405, their,10,0.0023643374443054,3.0,semantic,"[{""token"": "" their"", ""index"": 10, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,0.0,0.0,0.0,0.0,relation,1,0.0019963085651397,10.0,semantic,"[{""token"": ""relation"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,0.0,0.0,0.0,0.0,att,1,0.0019963085651397,10.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
0_71830,0,71830,0-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,0.0,0.0,0.0,0.0,att,1,0.0019963085651397,10.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
0_71830,0,71830,0-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,0.0,0.0,0.0,0.0,process,1,0.0019963085651397,10.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,0.0,0.0,0.0,0.0,concept,1,0.0019963085651397,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,concept: the language spoken in France is french,0.0,0.0,0.0,0.0,concept,1,0.0019963085651397,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,30.20159721374512,54.50436782836914,3.0280204349093967,0.8997397252377332, ',6,0.0019963085651397,10.0,functional,"[{""token"": ""small"", ""index"": 7, ""distance"": 1, ""direction"": ""forward""}, {""token"": "" relationship"", ""index"": 4, ""distance"": 2, ""direction"": ""backward""}]",json
0_71830,0,71830,0-clt-hp,attribute: A term describing something of limited size is small,0.0,0.0,0.0,0.0,attribute,1,0.0019963085651397,10.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,0.0019963085651397,10.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,0.0,0.0,0.0,0.0,process,1,0.0019963085651397,10.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_71830,0,71830,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,0.0019963085651397,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,0.0,0.0,0.0,0.0,relation,1,0.0017537474632263,10.0,semantic,"[{""token"": ""relation"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,0.0,0.0,0.0,0.0,att,1,0.0017537474632263,10.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
0_81580,0,81580,0-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,0.0,0.0,0.0,0.0,att,1,0.0017537474632263,10.0,functional,"[{""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""forward""}]",json
0_81580,0,81580,0-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,0.0,0.0,0.0,0.0,process,1,0.0017537474632263,10.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,0.0,0.0,0.0,0.0,concept,1,0.0017537474632263,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,concept: the language spoken in France is french,0.0,0.0,0.0,0.0,concept,1,0.0017537474632263,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,0.0017537474632263,10.0,semantic,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,attribute: A term describing something of limited size is small,0.0,0.0,0.0,0.0,attribute,1,0.0017537474632263,10.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,0.0017537474632263,10.0,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,process: The linguistic process of identifying words with opposite meanings is antonym,0.0,0.0,0.0,0.0,process,1,0.0017537474632263,10.0,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_81580,0,81580,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,0.0017537474632263,10.0,semantic,"[{""token"": ""concept"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a
0_18753,0,18753,0-clt-hp,relation : La relation entre « petit » et « grand » en tant qu’antonymes est des termes opposés,46.13922119140625,125.71452808380128,5.465849047121794,0.881535732377298,’,16,0.0016551613807678,3.0,semantic,"[{""token"": ""\u2019"", ""index"": 16, ""distance"": 0, ""direction"": ""self""}]",n/a
0_18753,0,18753,0-clt-hp,attribut : Un terme décrivant quelque chose de taille limitée est petit,29.008928298950195,29.008928298950195,1.9339285532633463,0.9333333333333332, :,3,0.0016551613807678,3.0,functional,"[{""token"": "" terme"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""backward""}]",json
0_18753,0,18753,0-clt-hp,attribut : Un terme décrivant quelque chose de taille considérable est grand,29.008928298950195,29.008928298950195,1.9339285532633463,0.9333333333333332, :,3,0.0016551613807678,3.0,functional,"[{""token"": "" terme"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""ribut"", ""index"": 2, ""distance"": 1, ""direction"": ""backward""}]",json
0_18753,0,18753,0-clt-hp,processus : Le processus linguistique consistant à identifier des mots aux sens opposés est antonyme,33.24867248535156,33.24867248535156,1.7499301308079769,0.9473684210526316, :,3,0.0016551613807678,3.0,functional,"[{""token"": "" processus"", ""index"": 5, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""process"", ""index"": 1, ""distance"": 2, ""direction"": ""backward""}]",json
0_18753,0,18753,0-clt-hp,concept : Le concept de comparaison d’objets en fonction de leurs dimensions est la comparaison de taille,46.360782623291016,78.67158508300781,4.1406097412109375,0.9106872337584148,’,8,0.0016551613807678,3.0,semantic,"[{""token"": ""\u2019"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a
0_18753,0,18753,0-clt-hp,concept: the language spoken in France is french,55.82611083984375,184.9918975830078,20.55465528700087,0.6318092917851843,:,2,0.0016551613807678,3.0,functional,"[{""token"": "" language"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""concept"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json
