feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,target_tokens,tokens_source,pred_label,subtype,confidence,review,why_review,supernode_name,top_activations_probe_original
1_12928,1,12928,1-clt-hp,"entity: A city in California, USA is Oakland",105.41461181640624,809.3713874816895,80.93713874816895,0.2322018992098374,entity,1,0.0101529955863952,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(United) related,"[{""tk"": ""United"", ""act"": 103.76563262939453}, {""tk"": ""city"", ""act"": 102.27400207519531}, {""tk"": ""California"", ""act"": 97.26576232910156}, {""tk"": ""Oakland"", ""act"": 96.0257568359375}, {""tk"": ""state"", ""act"": 90.69598388671875}, {""tk"": ""is"", ""act"": 87.16017150878906}, {""tk"": ""capital"", ""act"": 74.51651763916016}, {""tk"": ""seat"", ""act"": 70.37349700927734}, {""tk"": ""of"", ""act"": 68.20378875732422}, {""tk"": ""containing"", ""act"": 62.17013168334961}]"
1_12928,1,12928,1-clt-hp,entity: The capital city of California is Sacramento,105.41461181640624,724.1658782958984,80.46287536621094,0.2367009280805598,entity,1,0.0101529955863952,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(United) related,"[{""tk"": ""United"", ""act"": 103.76563262939453}, {""tk"": ""city"", ""act"": 102.27400207519531}, {""tk"": ""California"", ""act"": 97.26576232910156}, {""tk"": ""Oakland"", ""act"": 96.0257568359375}, {""tk"": ""state"", ""act"": 90.69598388671875}, {""tk"": ""is"", ""act"": 87.16017150878906}, {""tk"": ""capital"", ""act"": 74.51651763916016}, {""tk"": ""seat"", ""act"": 70.37349700927734}, {""tk"": ""of"", ""act"": 68.20378875732422}, {""tk"": ""containing"", ""act"": 62.17013168334961}]"
1_12928,1,12928,1-clt-hp,entity: A state in the United States is California,105.41461181640624,844.3360137939453,84.43360137939453,0.1990332277042671,entity,1,0.0101529955863952,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(United) related,"[{""tk"": ""United"", ""act"": 103.76563262939453}, {""tk"": ""city"", ""act"": 102.27400207519531}, {""tk"": ""California"", ""act"": 97.26576232910156}, {""tk"": ""Oakland"", ""act"": 96.0257568359375}, {""tk"": ""state"", ""act"": 90.69598388671875}, {""tk"": ""is"", ""act"": 87.16017150878906}, {""tk"": ""capital"", ""act"": 74.51651763916016}, {""tk"": ""seat"", ""act"": 70.37349700927734}, {""tk"": ""of"", ""act"": 68.20378875732422}, {""tk"": ""containing"", ""act"": 62.17013168334961}]"
1_12928,1,12928,1-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,117.0110092163086,1233.4596061706543,68.52553367614746,0.4143667836462297,attribute,1,0.0101529955863952,8,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(United) related,"[{""tk"": ""United"", ""act"": 103.76563262939453}, {""tk"": ""city"", ""act"": 102.27400207519531}, {""tk"": ""California"", ""act"": 97.26576232910156}, {""tk"": ""Oakland"", ""act"": 96.0257568359375}, {""tk"": ""state"", ""act"": 90.69598388671875}, {""tk"": ""is"", ""act"": 87.16017150878906}, {""tk"": ""capital"", ""act"": 74.51651763916016}, {""tk"": ""seat"", ""act"": 70.37349700927734}, {""tk"": ""of"", ""act"": 68.20378875732422}, {""tk"": ""containing"", ""act"": 62.17013168334961}]"
1_12928,1,12928,1-clt-hp,relationship: the state in which a city is located is the state containing,115.16062927246094,1163.957431793213,83.13981655665806,0.2780534712088466,relationship,1,0.0101529955863952,8,semantic,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(United) related,"[{""tk"": ""United"", ""act"": 103.76563262939453}, {""tk"": ""city"", ""act"": 102.27400207519531}, {""tk"": ""California"", ""act"": 97.26576232910156}, {""tk"": ""Oakland"", ""act"": 96.0257568359375}, {""tk"": ""state"", ""act"": 90.69598388671875}, {""tk"": ""is"", ""act"": 87.16017150878906}, {""tk"": ""capital"", ""act"": 74.51651763916016}, {""tk"": ""seat"", ""act"": 70.37349700927734}, {""tk"": ""of"", ""act"": 68.20378875732422}, {""tk"": ""containing"", ""act"": 62.17013168334961}]"
0_18753,0,18753,0-clt-hp,"entity: A city in California, USA is Oakland",61.55831909179688,195.5901527404785,19.55901527404785,0.6822685290532203,",",7,0.0064683556556701,8,functional,"[{""token"": "" USA"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}, {""token"": "" California"", ""index"": 6, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary,1.0,False,,is,"[{""tk"": ""is"", ""act"": 43.78594970703125}, {""tk"": ""of"", ""act"": 41.39543914794922}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
0_18753,0,18753,0-clt-hp,entity: The capital city of California is Sacramento,51.96477508544922,131.29933166503906,14.588814629448784,0.7192556957004163,:,2,0.0064683556556701,8,functional,"[{""token"": "" capital"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""entity"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary,1.0,False,,is,"[{""tk"": ""is"", ""act"": 43.78594970703125}, {""tk"": ""of"", ""act"": 41.39543914794922}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
0_18753,0,18753,0-clt-hp,entity: A state in the United States is California,51.96477508544922,176.15738677978516,17.615738677978516,0.6610061594799217,:,2,0.0064683556556701,8,functional,"[{""token"": "" state"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""entity"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary,1.0,False,,is,"[{""tk"": ""is"", ""act"": 43.78594970703125}, {""tk"": ""of"", ""act"": 41.39543914794922}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
0_18753,0,18753,0-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,51.15860366821289,339.0450935363769,18.83583852979872,0.6318148428765216,:,2,0.0064683556556701,8,functional,"[{""token"": "" primary"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""attribute"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary,1.0,False,,is,"[{""tk"": ""is"", ""act"": 43.78594970703125}, {""tk"": ""of"", ""act"": 41.39543914794922}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
0_18753,0,18753,0-clt-hp,relationship: the state in which a city is located is the state containing,57.80534362792969,310.6288414001465,22.187774385724747,0.6161639565964914,:,2,0.0064683556556701,8,functional,"[{""token"": "" state"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""relationship"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary,1.0,False,,is,"[{""tk"": ""is"", ""act"": 43.78594970703125}, {""tk"": ""of"", ""act"": 41.39543914794922}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
1_57794,1,57794,1-clt-hp,"entity: A city in California, USA is Oakland",113.94397735595705,841.9752388000488,84.19752388000488,0.2610620953051802,entity,1,0.0063362717628479,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(California) related,"[{""tk"": ""California"", ""act"": 93.45250701904297}, {""tk"": ""United"", ""act"": 90.64666748046875}, {""tk"": ""is"", ""act"": 85.7161636352539}, {""tk"": ""state"", ""act"": 85.04241943359375}, {""tk"": ""seat"", ""act"": 83.9410171508789}, {""tk"": ""Oakland"", ""act"": 83.8031997680664}, {""tk"": ""of"", ""act"": 81.66197204589844}, {""tk"": ""city"", ""act"": 79.33179473876953}, {""tk"": ""capital"", ""act"": 77.23448181152344}, {""tk"": ""containing"", ""act"": 74.71978759765625}]"
1_57794,1,57794,1-clt-hp,entity: The capital city of California is Sacramento,113.94397735595705,763.6026763916016,84.84474182128906,0.2553819535697175,entity,1,0.0063362717628479,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(California) related,"[{""tk"": ""California"", ""act"": 93.45250701904297}, {""tk"": ""United"", ""act"": 90.64666748046875}, {""tk"": ""is"", ""act"": 85.7161636352539}, {""tk"": ""state"", ""act"": 85.04241943359375}, {""tk"": ""seat"", ""act"": 83.9410171508789}, {""tk"": ""Oakland"", ""act"": 83.8031997680664}, {""tk"": ""of"", ""act"": 81.66197204589844}, {""tk"": ""city"", ""act"": 79.33179473876953}, {""tk"": ""capital"", ""act"": 77.23448181152344}, {""tk"": ""containing"", ""act"": 74.71978759765625}]"
1_57794,1,57794,1-clt-hp,entity: A state in the United States is California,113.94397735595705,810.0547332763672,81.00547332763672,0.2890763056780225,entity,1,0.0063362717628479,8,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(California) related,"[{""tk"": ""California"", ""act"": 93.45250701904297}, {""tk"": ""United"", ""act"": 90.64666748046875}, {""tk"": ""is"", ""act"": 85.7161636352539}, {""tk"": ""state"", ""act"": 85.04241943359375}, {""tk"": ""seat"", ""act"": 83.9410171508789}, {""tk"": ""Oakland"", ""act"": 83.8031997680664}, {""tk"": ""of"", ""act"": 81.66197204589844}, {""tk"": ""city"", ""act"": 79.33179473876953}, {""tk"": ""capital"", ""act"": 77.23448181152344}, {""tk"": ""containing"", ""act"": 74.71978759765625}]"
1_57794,1,57794,1-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,125.45741271972656,1323.623565673828,73.53464253743489,0.4138676946757048,attribute,1,0.0063362717628479,8,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(California) related,"[{""tk"": ""California"", ""act"": 93.45250701904297}, {""tk"": ""United"", ""act"": 90.64666748046875}, {""tk"": ""is"", ""act"": 85.7161636352539}, {""tk"": ""state"", ""act"": 85.04241943359375}, {""tk"": ""seat"", ""act"": 83.9410171508789}, {""tk"": ""Oakland"", ""act"": 83.8031997680664}, {""tk"": ""of"", ""act"": 81.66197204589844}, {""tk"": ""city"", ""act"": 79.33179473876953}, {""tk"": ""capital"", ""act"": 77.23448181152344}, {""tk"": ""containing"", ""act"": 74.71978759765625}]"
1_57794,1,57794,1-clt-hp,relationship: the state in which a city is located is the state containing,121.10602569580078,1136.5441207885742,81.18172291346959,0.3296640489434831,relationship,1,0.0063362717628479,8,semantic,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(California) related,"[{""tk"": ""California"", ""act"": 93.45250701904297}, {""tk"": ""United"", ""act"": 90.64666748046875}, {""tk"": ""is"", ""act"": 85.7161636352539}, {""tk"": ""state"", ""act"": 85.04241943359375}, {""tk"": ""seat"", ""act"": 83.9410171508789}, {""tk"": ""Oakland"", ""act"": 83.8031997680664}, {""tk"": ""of"", ""act"": 81.66197204589844}, {""tk"": ""city"", ""act"": 79.33179473876953}, {""tk"": ""capital"", ""act"": 77.23448181152344}, {""tk"": ""containing"", ""act"": 74.71978759765625}]"
1_52044,1,52044,1-clt-hp,"entity: A city in California, USA is Oakland",108.5224609375,728.4343910217285,72.84343910217285,0.3287708510026816, USA,8,0.0062405467033386,8,semantic,"[{""token"": "" USA"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(containing) related,"[{""tk"": ""containing"", ""act"": 125.9399642944336}, {""tk"": ""capital"", ""act"": 118.34194946289062}, {""tk"": ""city"", ""act"": 112.98464965820312}, {""tk"": ""state"", ""act"": 110.74697875976562}, {""tk"": ""is"", ""act"": 101.02750396728516}, {""tk"": ""seat"", ""act"": 93.29141998291016}, {""tk"": ""United"", ""act"": 85.50900268554688}, {""tk"": ""California"", ""act"": 83.24101257324219}, {""tk"": ""of"", ""act"": 75.53546905517578}, {""tk"": ""Oakland"", ""act"": 70.23239135742188}]"
1_52044,1,52044,1-clt-hp,entity: The capital city of California is Sacramento,111.89495849609376,668.4784507751465,74.27538341946072,0.3362043793773454, capital,4,0.0062405467033386,8,semantic,"[{""token"": "" capital"", ""index"": 4, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(containing) related,"[{""tk"": ""containing"", ""act"": 125.9399642944336}, {""tk"": ""capital"", ""act"": 118.34194946289062}, {""tk"": ""city"", ""act"": 112.98464965820312}, {""tk"": ""state"", ""act"": 110.74697875976562}, {""tk"": ""is"", ""act"": 101.02750396728516}, {""tk"": ""seat"", ""act"": 93.29141998291016}, {""tk"": ""United"", ""act"": 85.50900268554688}, {""tk"": ""California"", ""act"": 83.24101257324219}, {""tk"": ""of"", ""act"": 75.53546905517578}, {""tk"": ""Oakland"", ""act"": 70.23239135742188}]"
1_52044,1,52044,1-clt-hp,entity: A state in the United States is California,95.29304504394533,752.9162368774414,75.29162368774413,0.2098938211805208, state,4,0.0062405467033386,8,semantic,"[{""token"": "" state"", ""index"": 4, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(containing) related,"[{""tk"": ""containing"", ""act"": 125.9399642944336}, {""tk"": ""capital"", ""act"": 118.34194946289062}, {""tk"": ""city"", ""act"": 112.98464965820312}, {""tk"": ""state"", ""act"": 110.74697875976562}, {""tk"": ""is"", ""act"": 101.02750396728516}, {""tk"": ""seat"", ""act"": 93.29141998291016}, {""tk"": ""United"", ""act"": 85.50900268554688}, {""tk"": ""California"", ""act"": 83.24101257324219}, {""tk"": ""of"", ""act"": 75.53546905517578}, {""tk"": ""Oakland"", ""act"": 70.23239135742188}]"
1_52044,1,52044,1-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,118.34194946289062,1567.5587120056152,87.08659511142307,0.2641105245715809, capital,17,0.0062405467033386,8,semantic,"[{""token"": "" capital"", ""index"": 17, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(containing) related,"[{""tk"": ""containing"", ""act"": 125.9399642944336}, {""tk"": ""capital"", ""act"": 118.34194946289062}, {""tk"": ""city"", ""act"": 112.98464965820312}, {""tk"": ""state"", ""act"": 110.74697875976562}, {""tk"": ""is"", ""act"": 101.02750396728516}, {""tk"": ""seat"", ""act"": 93.29141998291016}, {""tk"": ""United"", ""act"": 85.50900268554688}, {""tk"": ""California"", ""act"": 83.24101257324219}, {""tk"": ""of"", ""act"": 75.53546905517578}, {""tk"": ""Oakland"", ""act"": 70.23239135742188}]"
1_52044,1,52044,1-clt-hp,relationship: the state in which a city is located is the state containing,125.9399642944336,1198.040008544922,85.57428632463727,0.3205152407017193, containing,14,0.0062405467033386,8,semantic,"[{""token"": "" containing"", ""index"": 14, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(containing) related,"[{""tk"": ""containing"", ""act"": 125.9399642944336}, {""tk"": ""capital"", ""act"": 118.34194946289062}, {""tk"": ""city"", ""act"": 112.98464965820312}, {""tk"": ""state"", ""act"": 110.74697875976562}, {""tk"": ""is"", ""act"": 101.02750396728516}, {""tk"": ""seat"", ""act"": 93.29141998291016}, {""tk"": ""United"", ""act"": 85.50900268554688}, {""tk"": ""California"", ""act"": 83.24101257324219}, {""tk"": ""of"", ""act"": 75.53546905517578}, {""tk"": ""Oakland"", ""act"": 70.23239135742188}]"
0_40780,0,40780,0-clt-hp,"entity: A city in California, USA is Oakland",50.37115478515625,183.48233199119568,18.34823319911957,0.6357392782162984, is,9,0.0061327219009399,8,functional,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",json,Semantic,Dictionary (fallback),0.9,False,,is,"[{""tk"": ""is"", ""act"": 50.93766784667969}, {""tk"": ""of"", ""act"": 37.289939880371094}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,entity: The capital city of California is Sacramento,49.23738861083984,129.13329482078552,14.34814386897617,0.708592509192956, is,8,0.0061327219009399,8,functional,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",json,Semantic,Dictionary (fallback),0.9,False,,is,"[{""tk"": ""is"", ""act"": 50.93766784667969}, {""tk"": ""of"", ""act"": 37.289939880371094}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
