condition,from_slug,to_slug,variant,run_id,ablate_count,amplify_count,to_answer,from_answer,default_text,canonical_hit,canonical_hit_fuzzy,canonical_from_suppressed,canonical_first_token_match,canonical_new_tokens,canonical_has_artifact,canonical_has_austin,canonical_has_texas,tuned_present,tuned_hit,tuned_hit_fuzzy,tuned_from_suppressed,tuned_new_tokens,tuned_has_artifact,tuned_has_austin,tuned_has_texas,m_tuned,m_phase,m_total_steps,any_hit,any_hit_fuzzy,hit_completion,hit_has_artifact,artifact_when_hit
auto_dallas,new_york_new_york_city,texas_dallas,add_state_city,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,115,126,Austin,Albany,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",1,1,1,0,"<bos><bos>Fact: The capital of the state containing New York City isⓧ, Texas, is Austin.

The capital of",1,1,1,0,0,0,,,0,0,0,,,,1,1,"<bos><bos>Fact: The capital of the state containing New York City isⓧ, Texas, is Austin.

The capital of",1,1.0
auto_dallas,washington_seattle,texas_dallas,add_capital,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,87,85,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Seattle is College Station, Texas.

Fact: The capital of",0,0,1,0,0,0,,,0,0,0,,,,0,0,,0,
auto_dallas,washington_seattle,texas_dallas,add_capital_city,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,156,156,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Seattle is Efq;

The capital of the state containing Seattle,",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_dallas,washington_seattle,texas_dallas,add_city,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,69,71,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Seattle isarea is Olympia.

Fact: The state of Washington",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_dallas,washington_seattle,texas_dallas,add_state,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,60,55,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Seattle isCloseOperation.

The answer to this question is Seattle,",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Seattle is not Seattle.

Fact: The city of Austin,",0,1,0,4.080572,2.0,7.0,1,1,"<bos><bos>Fact: The capital of the state containing Seattle is not Seattle.

Fact: The city of Austin,",0,0.0
auto_dallas,washington_seattle,texas_dallas,add_state_capital,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,147,140,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Seattle is College Station is College Station.

Fact: The city",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Seattle is Austin.

Fact: The state of Washington is located",0,1,0,2.402249,1.0,4.0,1,1,"<bos><bos>Fact: The capital of the state containing Seattle is Austin.

Fact: The state of Washington is located",0,0.0
auto_dallas,washington_seattle,texas_dallas,add_state_capital_city,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,216,211,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Seattle is Efq;
The capital of the state containing Seattle,",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Seattle is College Station is Austin.

The city of Austin,",0,1,0,6.071531,2.0,9.0,1,1,"<bos><bos>Fact: The capital of the state containing Seattle is College Station is Austin.

The city of Austin,",0,0.0
auto_dallas,washington_seattle,texas_dallas,add_state_city,20260504_033649_smoke_swap_auto_target_dallas_mab-2_mam20_seed42_cfg-d50667ec09,129,126,Austin,Olympia,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",1,1,1,0,"<bos><bos>Fact: The capital of the state containing Seattle isⓧ, Texas, is Austin.

The capital of",1,1,1,0,0,0,,,0,0,0,,,,1,1,"<bos><bos>Fact: The capital of the state containing Seattle isⓧ, Texas, is Austin.

The capital of",1,1.0
auto_top100_dallas,california_oakland,texas_dallas,add_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,104,16,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Oakland isAholisi, which is also the capital of the country.",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,california_oakland,texas_dallas,add_capital_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,174,21,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Oakland isAholisi is Sacramento.

Fact: The state of California",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,california_oakland,texas_dallas,add_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,70,5,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Oakland is insuffisamment.

The capital of the state containing Oakland is",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,california_oakland,texas_dallas,add_state,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,50,16,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Oakland isModelAdmin.

Fact: The state that contains Oakland.",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Oakland is San Antonio.

Fact: The city of Austin has",0,1,0,0.832553,1.0,3.0,1,1,"<bos><bos>Fact: The capital of the state containing Oakland is San Antonio.

Fact: The city of Austin has",0,0.0
auto_top100_dallas,california_oakland,texas_dallas,add_state_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,154,32,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Oakland is College is San Jose.

Fact: The capital of",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Oakland is San Antonio.

Fact: The city of Austin has",0,1,0,6.931448,1.0,5.0,1,1,"<bos><bos>Fact: The capital of the state containing Oakland is San Antonio.

Fact: The city of Austin has",0,0.0
auto_top100_dallas,california_oakland,texas_dallas,add_state_capital_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,224,37,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Oakland isAholisi is Sacramento.

Fact: The state of California",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Oakland is is Austin.

Fact: The city of Austin has",0,1,0,5.318296,2.0,8.0,1,1,"<bos><bos>Fact: The capital of the state containing Oakland is is Austin.

Fact: The city of Austin has",0,0.0
auto_top100_dallas,california_oakland,texas_dallas,add_state_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,120,21,Austin,Sacramento,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Oakland isModelAdmin.

The capital of the state containing Oakland is",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,florida_miami,texas_dallas,add_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,106,16,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Miami is Norman, Oklahoma.

Fact: The state of Oklahoma",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,florida_miami,texas_dallas,add_capital_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,175,21,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Miami isAholisi is Tallahassee.

The state of Florida is located",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,florida_miami,texas_dallas,add_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,69,5,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Miami is insuffisamment.

The capital of the state containing Miami is",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,florida_miami,texas_dallas,add_state,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,59,16,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Miami isModelAdmin.

Fact: The state that contains the city",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Miami is not Miami.

Fact: The city of Austin,",0,1,0,2.402249,1.0,4.0,1,1,"<bos><bos>Fact: The capital of the state containing Miami is not Miami.

Fact: The city of Austin,",0,0.0
auto_top100_dallas,florida_miami,texas_dallas,add_state_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,165,32,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Miami is College is Tallahassee.

Fact: The capital of the",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Miami is San Antonio.

Fact: The city of Austin has",0,1,0,6.931448,1.0,5.0,1,1,"<bos><bos>Fact: The capital of the state containing Miami is San Antonio.

Fact: The city of Austin has",0,0.0
auto_top100_dallas,florida_miami,texas_dallas,add_state_capital_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,234,37,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Miami isAholisi is Tallahassee.

Fact: The state of Florida",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,florida_miami,texas_dallas,add_state_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,128,21,Austin,Tallahassee,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Miami isModelAdmin.

Fact: The state that contains the city",0,0,0,1,1,1,1.0,"<bos><bos>Fact: The capital of the state containing Miami is, Dallas, Houston and San Antonio is Austin.",0,1,0,6.931448,1.0,5.0,1,1,"<bos><bos>Fact: The capital of the state containing Miami is, Dallas, Houston and San Antonio is Austin.",0,0.0
auto_top100_dallas,illinois_chicago,texas_dallas,add_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,94,16,Austin,Springfield,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Chicago is Weatherford.

Fact: The city of Chicago has",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,illinois_chicago,texas_dallas,add_capital_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,176,21,Austin,Springfield,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is",0,0,0,0,"<bos><bos>Fact: The capital of the state containing Chicago isAholisi is Springfield.

The state of Illinois is located",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,illinois_chicago,texas_dallas,add_city,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,82,5,Austin,Springfield,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Chicago is insuffisamment.

The capital of the state containing Chicago is",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,illinois_chicago,texas_dallas,add_state,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,72,16,Austin,Springfield,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Chicago isModelAdmin.

Fact: The state that contains Chicago is",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
auto_top100_dallas,illinois_chicago,texas_dallas,add_state_capital,20260504_112608_smoke_swap_auto_top100_target_dallas_mab-2_mam20_seed42_cfg-d322daa47b,166,32,Austin,Springfield,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is",0,0,1,0,"<bos><bos>Fact: The capital of the state containing Chicago is College Park is called Champaign.

Fact: The city",0,0,0,0,0,0,,,0,0,0,,,,0,0,,0,
