cond,source,variant,src_capital,tgt_capital,ablate,amplify,default,steered,src_cap_in_default,src_cap_in_steered,austin_in_steered,austin_in_steered_lc,texas_in_steered,first_token_default,first_token_default_prob,first_token_steered,first_token_steered_prob,austin_in_topk_default,austin_in_topk_steered,src_cap_in_topk_default,src_cap_in_topk_steered
human_dallas,washington_seattle,add_state_capital_city,Olympia,Austin,216,6,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",<bos><bos>Fact: The capital of the state containing Seattle isGeografia de Washington (Washington State) is located in the,True,False,False,False,False, Olympia,0.62109375,allas,0.11328125,0.0,0.0,0.62109375,0.0
auto_dallas,california_oakland,add_state,Sacramento,Austin,50,55,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isCloseOperation.

Fact: The state of California is the",True,False,False,False,False, Sacramento,0.2421875,WarningLevel,0.31640625,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_capital,Sacramento,Austin,104,85,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is College Park.

Answer: Maryland.

The city",True,False,False,False,False, Sacramento,0.2421875, College,0.64453125,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_city,Sacramento,Austin,70,71,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is area is Sacramento.

Fact: The state capital of",True,True,False,False,False, Sacramento,0.2421875, proper,0.1044921875,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_state_capital,Sacramento,Austin,154,140,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is College Station.

Fact: The city where the ",True,False,False,False,False, Sacramento,0.2421875, College,0.447265625,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_state_city,Sacramento,Austin,120,126,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isⓧ, Texas, is San Antonio.

The city",True,False,False,False,True, Sacramento,0.2421875,ⓧ,0.4765625,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_capital_city,Sacramento,Austin,174,156,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is Efq;

The capital of the state containing Oakland,",True,False,False,False,False, Sacramento,0.2421875, Efq,0.294921875,0.0,0.0,0.2421875,0.0
auto_dallas,california_oakland,add_state_capital_city,Sacramento,Austin,224,211,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is Efq;
The capital of the state containing Oakland,",True,False,False,False,False, Sacramento,0.2421875, Efq,0.37890625,0.0,0.0,0.2421875,0.0
auto_dallas,new_york_new_york_city,add_state,Albany,Austin,115,55,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isBeginContext, New York City, is Albany.

Fact",True,True,False,False,False, Albany,0.5625,BeginContext,0.3125,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_capital,Albany,Austin,63,85,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is College Station, Texas.

Fact: The capital of",True,False,False,False,True, Albany,0.5625, College,0.62109375,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_city,Albany,Austin,115,71,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isarea code 518.

The correct answer",True,False,False,False,False, Albany,0.5625, area,0.11962890625,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_state_capital,Albany,Austin,178,140,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is College Station, Texas.

Fact: The capital of",True,False,False,False,True, Albany,0.5625, College,0.50390625,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_state_city,Albany,Austin,115,126,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isⓧ, Texas, is Austin.

The capital of",True,False,True,True,True, Albany,0.5625,ⓧ,0.373046875,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_capital_city,Albany,Austin,178,156,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is College Park, Maryland.

The city is located in",True,False,False,False,False, Albany,0.5625, College,0.2041015625,0.0,0.0,0.5625,0.0
auto_dallas,new_york_new_york_city,add_state_capital_city,Albany,Austin,178,211,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is Efq;
The capital of the state containing New York",True,False,False,False,False, Albany,0.5625, Efq,0.30859375,0.0,0.0,0.5625,0.0
auto_dallas,florida_miami,add_state,Tallahassee,Austin,59,55,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami isCloseOperation.

The answer to this question is not Miami",True,False,False,False,False, Tallahassee,0.40625,WarningLevel,0.2734375,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_capital,Tallahassee,Austin,106,85,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is College Park is Tallahassee.

Fact: The capital of",True,True,False,False,False, Tallahassee,0.40625, College,0.62890625,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_city,Tallahassee,Austin,69,71,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is area code 305 is Miami.

The",True,False,False,False,False, Tallahassee,0.40625, area,0.11572265625,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_state_capital,Tallahassee,Austin,165,140,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is College Station is College Station.

Fact: The city",True,False,False,False,False, Tallahassee,0.40625, College,0.44140625,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_state_city,Tallahassee,Austin,128,126,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami isⓧ, Texas, is Austin.

The capital of",True,False,True,True,True, Tallahassee,0.40625,ⓧ,0.486328125,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_capital_city,Tallahassee,Austin,175,156,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is Efq;
The capital of the state containing Miami,",True,False,False,False,False, Tallahassee,0.40625, Efq,0.35546875,0.0,0.0,0.40625,0.0
auto_dallas,florida_miami,add_state_capital_city,Tallahassee,Austin,234,211,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is Efq;
The capital of the state containing Miami,",True,False,False,False,False, Tallahassee,0.40625, Efq,0.326171875,0.0,0.0,0.40625,0.0
auto_dallas,illinois_chicago,add_state,Springfield,Austin,72,55,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isCloseOperation.

The answer to this question is Chicago,",True,False,False,False,False, Springfield,0.2412109375,WarningLevel,0.298828125,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_capital,Springfield,Austin,94,85,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is College Station.

Fact: The city where the ",True,False,False,False,False, Springfield,0.2412109375, College,0.62890625,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_city,Springfield,Austin,82,71,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isarea code 312.

The correct answer",True,False,False,False,False, Springfield,0.2412109375, area,0.1064453125,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_state_capital,Springfield,Austin,166,140,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is College Station is College Station.

Fact: The city",True,False,False,False,False, Springfield,0.2412109375, College,0.4296875,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_state_city,Springfield,Austin,154,126,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isⓧ, Texas, is Austin.

The capital of",True,False,True,True,True, Springfield,0.2412109375,ⓧ,0.498046875,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_capital_city,Springfield,Austin,176,156,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is Efq;

The capital of the state containing Chicago,",True,False,False,False,False, Springfield,0.2412109375, Efq,0.37890625,0.0,0.0,0.2412109375,0.0
auto_dallas,illinois_chicago,add_state_capital_city,Springfield,Austin,248,211,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is Efq;
The capital of the state containing Chicago,",True,False,False,False,False, Springfield,0.2412109375, Efq,0.38671875,0.0,0.0,0.2412109375,0.0
auto_dallas,washington_seattle,add_state,Olympia,Austin,60,55,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle isCloseOperation.

The answer to this question is Seattle,",True,False,False,False,False, Olympia,0.62109375,CloseOperation,0.390625,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_capital,Olympia,Austin,87,85,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is College Station, Texas.

Fact: The capital of",True,False,False,False,True, Olympia,0.62109375, College,0.609375,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_city,Olympia,Austin,69,71,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle isarea is Olympia.

Fact: The state of Washington",True,True,False,False,False, Olympia,0.62109375, proper,0.08837890625,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_state_capital,Olympia,Austin,147,140,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is College Station is College Station.

Fact: The city",True,False,False,False,False, Olympia,0.62109375, College,0.412109375,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_state_city,Olympia,Austin,129,126,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle isⓧ, Texas, is Austin.

The capital of",True,False,True,True,True, Olympia,0.62109375,ⓧ,0.4765625,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_capital_city,Olympia,Austin,156,156,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is Efq;

The capital of the state containing Seattle,",True,False,False,False,False, Olympia,0.62109375, Efq,0.34375,0.0,0.0,0.62109375,0.0
auto_dallas,washington_seattle,add_state_capital_city,Olympia,Austin,216,211,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is Efq;
The capital of the state containing Seattle,",True,False,False,False,False, Olympia,0.62109375, Efq,0.375,0.0,0.0,0.62109375,0.0
auto_top21_dallas,california_oakland,add_state,Sacramento,Austin,50,9,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isModelAdmin.

Fact: The state that contains Oakland is",True,False,False,False,False, Sacramento,0.2421875,ModelAdmin,0.212890625,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_capital,Sacramento,Austin,104,3,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is <strong>Sacramento</strong>.

The city of Oakland,",True,True,False,False,False, Sacramento,0.2421875, ,0.6953125,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_city,Sacramento,Austin,70,2,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isynek.

Fact: The state of Nebraska is located",True,False,False,False,False, Sacramento,0.2421875,ynek,0.1513671875,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_state_capital,Sacramento,Austin,154,12,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isfortawesome.

The capital of the state containing Oakland is",True,False,False,False,False, Sacramento,0.2421875,存于互联网档案馆,0.083984375,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_state_city,Sacramento,Austin,120,11,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isModelAdmin.

The capital of the state containing Oakland is",True,False,False,False,False, Sacramento,0.2421875,ModelAdmin,0.40625,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_capital_city,Sacramento,Austin,174,5,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is kasarigan.

Fact: The state of California is the",True,False,False,False,False, Sacramento,0.2421875, kasarigan,0.1494140625,0.0,0.0,0.2421875,0.0
auto_top21_dallas,california_oakland,add_state_capital_city,Sacramento,Austin,224,14,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland isपया, California is Sacramento.

Fact: The city",True,True,False,False,False, Sacramento,0.2421875,पया,0.271484375,0.0,0.0,0.2421875,0.0
auto_top21_dallas,new_york_new_york_city,add_state,Albany,Austin,115,9,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isModelAdmin: New York City, New York.

Fact",True,False,False,False,False, Albany,0.5625,ModelAdmin,0.162109375,0.0,0.0,0.5625,0.0
auto_top21_dallas,new_york_new_york_city,add_capital,Albany,Austin,63,3,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is <strong>Albany</strong>.

The city of Albany,",True,True,False,False,False, Albany,0.5625, ,0.482421875,0.0,0.0,0.5625,0.0
auto_top21_dallas,new_york_new_york_city,add_city,Albany,Austin,115,2,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",<bos><bos>Fact: The capital of the state containing New York City is dumber than the capital of the state containing Chicago.,True,False,False,False,False, Albany,0.5625, the,0.1748046875,0.0,0.0,0.5625,0.0
auto_top21_dallas,new_york_new_york_city,add_state_capital,Albany,Austin,178,12,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is存于互联网档案馆 is Albany.

Fact: The state of New",True,True,False,False,False, Albany,0.5625,存于互联网档案馆,0.197265625,0.0,0.0,0.5625,0.0
