feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx
0_15486,0,15486,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.00300133228302,11
0_15486,0,15486,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.00300133228302,11
0_15486,0,15486,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.00300133228302,11
0_15486,0,15486,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.00300133228302,11
0_15486,0,15486,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.00300133228302,11
0_95082,0,95082,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0029836893081665,3
0_95082,0,95082,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0029836893081665,3
0_95082,0,95082,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0029836893081665,3
0_95082,0,95082,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0029836893081665,3
0_95082,0,95082,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,61.137245178222656,61.137245178222656,3.821077823638916,0.9375, that,7,0.0029836893081665,3
0_66003,0,66003,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0029018521308898,11
0_66003,0,66003,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0029018521308898,11
0_66003,0,66003,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0029018521308898,11
0_66003,0,66003,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0029018521308898,11
0_66003,0,66003,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0029018521308898,11
0_57661,0,57661,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0028961896896362,11
0_57661,0,57661,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0028961896896362,11
0_57661,0,57661,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0028961896896362,11
0_57661,0,57661,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0028961896896362,11
0_57661,0,57661,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0028961896896362,11
0_17623,0,17623,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0025654137134552,11
0_17623,0,17623,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0025654137134552,11
0_17623,0,17623,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0025654137134552,11
0_17623,0,17623,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0025654137134552,11
0_17623,0,17623,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0025654137134552,11
0_81124,0,81124,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0024662911891937,11
0_81124,0,81124,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0024662911891937,11
0_81124,0,81124,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0024662911891937,11
0_81124,0,81124,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0024662911891937,11
0_81124,0,81124,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0024662911891937,11
0_40780,0,40780,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,49.13833999633789,137.6538064479828,11.4711505373319,0.7665539670614269, is,9,0.0023643374443054,3
0_40780,0,40780,0-clt-hp,process: The act of breathing in air. is Inhalation,51.67274475097656,221.08481359481812,20.098619417710736,0.6110402202443311,:,2,0.0023643374443054,3
0_40780,0,40780,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,51.67274475097656,188.21687197685242,14.478220921296339,0.7198093309912144,:,2,0.0023643374443054,3
0_40780,0,40780,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,50.57135009765625,277.8432831764221,18.52288554509481,0.6337276835732875, the,10,0.0023643374443054,3
0_40780,0,40780,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,60.41459655761719,289.6630439758301,18.10394024848938,0.7003383076269704, that,7,0.0023643374443054,3
4_83760,4,83760,4-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,18.870166778564453,30.400830268859863,2.5334025224049888,0.865745621004113, inhalation,8,0.0022006034851074,7
4_83760,4,83760,4-clt-hp,process: The act of breathing in air. is Inhalation,17.092456817626953,53.29263782501221,4.844785256819292,0.716554190628523, in,7,0.0022006034851074,7
4_83760,4,83760,4-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,12.207735061645508,12.207735061645508,0.9390565432035006,0.923076923076923, breathing,10,0.0022006034851074,7
4_83760,4,83760,4-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,11.758395195007324,25.910160541534424,1.727344036102295,0.8530969569014202, Respiratory,14,0.0022006034851074,7
4_83760,4,83760,4-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,10.89305591583252,46.919976234436035,2.932498514652252,0.7307919341174032, lungs,13,0.0022006034851074,7
19_35253,19,35253,19-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,37.8220100402832,116.35701370239258,9.696417808532715,0.7436302883372586, is,9,0.0021356344223022,11
19_35253,19,35253,19-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0021356344223022,11
19_35253,19,35253,19-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,9.12728500366211,15.690042495727539,1.2069263458251953,0.8677672116800402, tightening,7,0.0021356344223022,11
19_35253,19,35253,19-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0021356344223022,11
19_35253,19,35253,19-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0021356344223022,11
0_71830,0,71830,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0019963085651397,10
0_71830,0,71830,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0019963085651397,10
0_71830,0,71830,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0019963085651397,10
0_71830,0,71830,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0019963085651397,10
0_71830,0,71830,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0019963085651397,10
0_93288,0,93288,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0019593238830566,11
0_93288,0,93288,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0019593238830566,11
0_93288,0,93288,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0019593238830566,11
0_93288,0,93288,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0019593238830566,11
0_93288,0,93288,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0019593238830566,11
20_78662,20,78662,20-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,2.9144582748413086,2.9144582748413086,0.24287152290344238,0.9166666666666666, is,9,0.0017906427383422,11
20_78662,20,78662,20-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0017906427383422,11
20_78662,20,78662,20-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,9.88901138305664,9.88901138305664,0.7606931833120493,0.923076923076923, Muscle,12,0.0017906427383422,11
20_78662,20,78662,20-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0017906427383422,11
20_78662,20,78662,20-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0017906427383422,11
0_81580,0,81580,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0017537474632263,10
0_81580,0,81580,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0017537474632263,10
0_81580,0,81580,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0017537474632263,10
0_81580,0,81580,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0017537474632263,10
0_81580,0,81580,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0017537474632263,10
18_58135,18,58135,18-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,21.94676971435547,53.92648506164551,4.493873755137126,0.7952375764804391, Dia,10,0.0017362833023071,11
18_58135,18,58135,18-clt-hp,process: The act of breathing in air. is Inhalation,22.896085739135742,58.95107364654541,5.35918851332231,0.7659342922462081,.,9,0.0017362833023071,11
18_58135,18,58135,18-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,26.247623443603516,39.86153221130371,3.066271708561824,0.8831790727587161, breathing,10,0.0017362833023071,11
18_58135,18,58135,18-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,36.590911865234375,133.63773441314697,8.909182294209797,0.7565192601096514,.,12,0.0017362833023071,11
18_58135,18,58135,18-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,57.46022033691406,334.0214309692383,20.876339435577393,0.6366818763803826, of,11,0.0017362833023071,11
0_18753,0,18753,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,51.96477508544922,136.30308532714844,11.358590443929037,0.7814175001190453,:,2,0.0016551613807678,3
0_18753,0,18753,0-clt-hp,process: The act of breathing in air. is Inhalation,58.03624725341797,229.1143798828125,20.82857998934659,0.6411108406372722,:,2,0.0016551613807678,3
0_18753,0,18753,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,58.03624725341797,196.59138107299805,15.122413928692158,0.7394315682980082,:,2,0.0016551613807678,3
0_18753,0,18753,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,51.96479034423828,270.886962890625,18.059130859375,0.6524737088374042,:,2,0.0016551613807678,3
0_18753,0,18753,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,51.15860366821289,269.2879447937012,16.830496549606323,0.6710133713038798,:,2,0.0016551613807678,3
0_31679,0,31679,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0016376674175262,11
0_31679,0,31679,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0016376674175262,11
0_31679,0,31679,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0016376674175262,11
0_31679,0,31679,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0016376674175262,11
0_31679,0,31679,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0016376674175262,11
0_91045,0,91045,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,63.04877471923828,63.04877471923828,5.254064559936523,0.9166666666666666, is,9,0.0015691220760345,9
0_91045,0,91045,0-clt-hp,process: The act of breathing in air. is Inhalation,54.8746452331543,54.8746452331543,4.9886041121049365,0.9090909090909091, is,10,0.0015691220760345,9
0_91045,0,91045,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,63.32267761230469,63.32267761230469,4.870975200946514,0.923076923076923, is,11,0.0015691220760345,9
0_91045,0,91045,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,57.191184997558594,57.191184997558594,3.8127456665039063,0.9333333333333333, is,13,0.0015691220760345,9
0_91045,0,91045,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,53.85907745361328,53.85907745361328,3.36619234085083,0.9375, is,14,0.0015691220760345,9
18_70190,18,70190,18-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,19.621688842773438,19.621688842773438,1.6351407368977864,0.9166666666666667, is,9,0.0015676915645599,11
18_70190,18,70190,18-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0015676915645599,11
18_70190,18,70190,18-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0015676915645599,11
18_70190,18,70190,18-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0015676915645599,11
18_70190,18,70190,18-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0015676915645599,11
6_34823,6,34823,6-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,28.61439323425293,32.49387717247009,2.707823097705841,0.9053684949550342, inhalation,8,0.0015637874603271,7
6_34823,6,34823,6-clt-hp,process: The act of breathing in air. is Inhalation,12.184246063232422,33.390575647354126,3.0355068770321934,0.7508662529237456, in,7,0.0015637874603271,7
6_34823,6,34823,6-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,15.916427612304688,15.916427612304688,1.224340585561899,0.923076923076923, breathing,10,0.0015637874603271,7
6_34823,6,34823,6-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0015637874603271,7
6_34823,6,34823,6-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,13.623373031616211,38.53046631813049,2.408154144883156,0.8232336338956239, breathing,16,0.0015637874603271,7
0_38968,0,38968,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,21.767108917236328,21.767108917236328,1.8139257431030273,0.9166666666666666, muscle,4,0.0015335977077484,2
0_38968,0,38968,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0015335977077484,2
0_38968,0,38968,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,23.270652770996094,38.824496269226074,2.9864997130173903,0.8716624006035756, Muscle,12,0.0015335977077484,2
0_38968,0,38968,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0015335977077484,2
0_38968,0,38968,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0015335977077484,2
22_78763,22,78763,22-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,5.175826549530029,5.175826549530029,0.43131887912750244,0.9166666666666666, is,9,0.0015228986740112,11
22_78763,22,78763,22-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0015228986740112,11
22_78763,22,78763,22-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0015228986740112,11
22_78763,22,78763,22-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0015228986740112,11
22_78763,22,78763,22-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,2.3713059425354004,3.6293768882751465,0.22683605551719666,0.9043412950440871, of,11,0.0015228986740112,11
